Depth_m,Na
69.061,0.202
69.074,0.142
69.146,0.084
69.159,0.133
69.171,0.012
69.414,0.067
69.426,0.041
69.669,0.09
69.681,0.215
69.693,0.294
69.705,0.339
69.717,0.587
69.729,0.958
69.742,1.117
69.754,1.248
69.766,1.489
69.778,1.171
69.79,0.867
69.802,0.56
70.081,0.132
70.093,0.597
70.105,0.616
70.117,0.12
70.129,0.185
70.141,0.411
70.154,0.105
70.372,0.017
70.384,0.576
70.396,0.792
70.408,0.835
70.42,0.873
70.432,0.276
70.601,0.02
70.613,0.196
70.626,0.252
70.638,0.042
70.698,0.137
70.71,0.695
70.722,0.964
70.734,1.126
70.746,0.997
70.759,0.489
70.855,0.216
70.867,0.532
70.879,1.136
70.891,1.256
70.903,1.269
70.916,1.328
70.928,1.208
70.94,0.817
70.952,0.354
71.06,0.036
71.073,0.352
71.085,0.653
71.097,0.929
71.109,1.187
71.121,1.358
71.133,1.245
71.145,0.753
71.157,0.091
71.278,0.039
71.29,0.15
71.302,0.207
71.314,0.36
71.326,0.593
71.338,1.02
71.35,1.47
71.362,1.735
71.374,1.623
71.386,1.015
71.398,0.352
71.41,0.067
71.567,0.11
71.579,0.349
71.591,0.643
71.603,0.933
71.615,1.228
71.627,1.529
71.639,1.931
71.651,2.437
71.663,2.985
71.675,3.176
71.687,2.797
71.699,1.779
71.712,0.548
71.748,0.398
71.76,1.033
71.772,1.316
71.784,0.929
71.796,0.181
71.844,0.082
71.856,0.228
71.868,0.653
71.88,0.996
71.892,0.907
71.904,0.615
71.916,0.16
72.085,0.083
72.097,0.399
72.109,0.573
72.121,0.496
72.133,0.25
72.373,0.163
72.385,0.535
72.397,1.011
72.409,1.636
72.421,2.216
72.433,2.479
72.445,2.541
72.457,1.94
72.469,0.127
72.841,0.055
72.853,0.417
72.865,0.754
72.877,0.961
72.889,1.053
72.901,0.885
72.913,0.197
73.129,0.266
73.141,0.811
73.153,1.05
73.165,1.034
73.177,0.689
73.189,0.133
73.453,0.847
73.465,1.477
73.477,1.546
73.489,1.225
73.501,0.676
73.513,0.176
73.525,0.055
73.537,0.411
73.549,1.156
73.56,2.185
73.572,2.617
73.584,1.689
73.596,1.17
73.608,0.369
73.752,0.492
73.764,1.34
73.776,2.41
73.788,2.888
73.8,2.479
73.812,1.125
73.943,0.112
73.955,0.312
73.967,0.316
73.979,0.138
73.991,0.059
74.003,0.177
74.015,0.269
74.027,0.178
74.039,0.05
74.206,0.037
74.218,0.576
74.23,1.03
74.242,1.099
74.254,0.773
74.266,0.244
74.385,0.149
74.397,0.48
74.409,1.136
74.421,1.444
74.433,1.264
74.445,1.226
74.457,1.448
74.469,1.517
74.481,1.316
74.493,0.868
74.505,0.317
74.66,0.353
74.672,0.638
74.683,0.705
74.695,0.579
74.707,0.342
74.719,0.239
74.731,0.339
74.743,0.482
74.755,0.836
74.767,1.404
74.779,1.35
74.791,0.616
74.862,0.133
74.874,0.916
74.886,1.914
74.898,2.759
74.91,2.817
74.922,2.208
74.934,1.55
74.946,1.224
74.958,0.896
74.97,0.54
74.981,0.406
74.993,0.137
75.184,0.312
75.196,0.646
75.208,1.069
75.22,1.31
75.232,1.184
75.243,0.679
75.255,0.118
75.363,0.153
75.374,0.929
75.386,1.502
75.398,1.766
75.41,1.779
75.422,1.796
75.434,1.804
75.446,1.637
75.458,1.421
75.47,1.241
75.481,1.06
75.493,0.826
75.505,0.512
75.517,0.163
75.6,0.359
75.612,1.062
75.624,1.511
75.636,1.553
75.648,1.43
75.66,1.275
75.672,0.989
75.684,0.573
75.696,0.379
75.707,0.761
75.719,0.921
75.731,1.108
75.743,1.437
75.755,1.616
75.767,1.639
75.779,1.364
75.791,0.913
75.803,0.543
75.814,0.731
75.826,1.288
75.838,1.66
75.85,2.091
75.862,2.057
75.874,1.392
75.886,0.449
76.064,0.166
76.076,0.209
76.099,0.023
76.111,0.344
76.123,0.186
76.527,0.798
76.539,1.168
76.55,0.64
76.562,0.059
76.681,0.194
76.693,0.303
76.704,0.422
76.716,0.286
76.787,0.001
76.799,0.437
76.811,0.344
76.823,0.414
76.835,0.752
76.847,1.216
76.859,1.594
76.87,1.79
76.882,1.715
76.894,1.197
76.906,0.579
76.918,0.097
77.498,0.182
77.509,1.222
77.521,2.254
77.533,4.095
77.545,4.358
77.557,2.845
77.569,1.79
77.58,0.58
77.746,0.172
77.758,0.769
77.77,1.082
77.781,1.036
77.793,0.829
77.805,0.668
77.817,0.616
77.829,0.584
77.84,0.448
77.852,0.226
77.994,0.068
78.006,0.807
78.018,1.229
78.029,1.486
78.041,1.511
78.053,1.015
78.065,0.404
78.077,0.156
78.088,0.35
78.1,0.463
78.112,0.399
78.124,0.264
78.242,0.535
78.254,1.253
78.265,1.789
78.277,2.226
78.289,2.666
78.301,3.057
78.313,3.259
78.324,2.993
78.336,2.341
78.348,1.584
78.36,0.904
78.372,0.413
78.383,0.086
78.49,0.331
78.501,1.106
78.513,1.922
78.525,2.351
78.537,2.31
78.549,1.853
78.56,1.397
78.572,1.215
78.584,1.038
78.596,0.692
78.607,0.282
78.619,0.046
78.831,0.223
78.843,0.528
78.855,0.478
78.867,0.567
78.879,0.623
78.89,0.626
78.902,0.684
78.914,0.772
78.926,0.946
78.937,1.254
78.949,1.023
78.961,0.163
79.055,0.388
79.067,1.293
79.079,2.216
79.091,2.555
79.102,2.12
79.114,1.259
79.126,0.379
79.279,0.373
79.291,0.626
79.302,0.568
79.314,0.255
79.467,0.017
79.479,0.321
79.491,0.634
79.502,0.83
79.514,0.762
79.526,0.646
79.538,0.716
79.549,1.093
79.561,1.69
79.573,2.201
79.585,2.457
79.596,2.638
79.608,2.121
79.62,1.45
79.632,0.968
79.643,0.589
79.655,0.372
79.667,0.153
79.984,0.496
79.996,0.995
80.008,1.649
80.019,2.7
80.031,4.061
80.043,4.889
80.055,4.198
80.066,1.935
80.149,0.011
80.16,0.547
80.172,0.665
80.242,0.108
80.254,0.163
80.266,0.073
80.618,0.136
80.63,0.39
80.782,0.196
80.794,0.602
80.805,0.993
80.817,1.713
80.829,1.99
80.841,1.656
80.852,1.38
80.864,0.769
80.876,0.139
81.005,0.09
81.016,0.667
81.028,1.017
81.04,0.83
81.051,0.21
81.133,0.093
81.145,0.678
81.157,1.345
81.169,1.702
81.18,1.419
81.192,0.758
81.204,0.105
81.274,0.012
81.286,0.021
81.309,0.111
81.321,0.193
81.719,0.17
81.73,0.246
81.742,0.111
81.789,0.591
81.8,1.383
81.812,1.437
81.824,0.784
81.835,0.288
81.847,0.154
81.906,0.297
81.917,0.537
81.929,0.179
82.069,0.558
82.081,1.656
82.093,2.724
82.104,3.537
82.116,3.745
82.128,3.73
82.139,3.073
82.151,1.945
82.163,1.492
82.174,0.941
82.186,0.4
82.326,0.332
82.338,0.646
82.349,0.947
82.361,1.508
82.373,1.986
82.384,1.956
82.396,1.31
82.408,0.696
82.42,0.619
82.431,1.27
82.443,2.053
82.455,2.308
82.466,1.415
82.571,0.197
82.583,0.434
82.595,0.473
82.606,0.52
82.618,0.521
82.63,0.41
82.641,0.235
82.653,0.17
82.665,0.166
82.676,0.131
82.828,0.613
82.84,1.429
82.851,2.009
82.863,2.278
82.875,2.29
82.886,2.101
82.898,2.17
82.909,2.387
82.921,2.576
82.933,2.207
82.944,1.414
82.956,0.294
83.014,0.138
83.026,0.438
83.038,0.737
83.049,0.883
83.061,0.729
83.073,0.963
83.131,1.551
83.143,1.509
83.154,0.751
83.247,0.04
83.329,0.022
83.341,0.308
83.352,0.719
83.364,1.079
83.376,1.161
83.387,0.83
83.399,0.479
83.411,0.171
83.515,0.06
83.527,0.124
83.539,0.241
83.55,0.302
83.562,0.2
83.643,0.22
83.655,1.159
83.667,1.664
83.678,1.578
83.69,1.192
83.702,1.195
83.713,1.854
83.725,2.167
83.737,1.782
83.748,0.983
83.76,0.373
83.911,0.268
83.923,1.241
83.934,2.645
83.946,3.615
83.958,3.416
83.969,1.928
83.981,0.577
83.992,0.089
84.004,0.182
84.016,0.408
84.027,0.608
84.039,0.47
84.051,0.131
84.132,0.024
84.144,0.959
84.155,2.232
84.167,3.287
84.178,3.577
84.19,2.924
84.202,2.222
84.213,1.413
84.225,0.55
84.422,0.835
84.434,1.436
84.446,2.144
84.457,2.427
84.469,2.206
84.481,1.63
84.492,1.061
84.504,0.863
84.515,0.821
84.527,0.629
84.539,0.223
84.724,0.611
84.736,1.828
84.748,3.535
84.759,4.725
84.771,4.765
84.783,3.733
84.794,1.898
84.806,0.501
84.864,0.472
84.875,0.896
84.887,1.239
84.899,1.422
84.91,1.429
84.922,1.145
84.933,0.057
85.409,0.008
85.525,0.131
85.536,0.371
85.548,0.438
85.56,0.348
85.571,0.173
85.583,0.088
85.594,0.139
85.606,0.32
85.618,0.188
85.71,0.216
85.722,0.432
85.733,0.402
85.745,0.263
85.757,0.162
85.768,0.204
85.78,0.338
85.791,0.369
85.803,0.219
85.988,0.483
86.0,0.92
86.011,1.217
86.023,1.303
86.035,1.29
86.046,1.133
86.058,0.856
86.069,0.568
86.081,0.379
86.092,0.318
86.104,0.243
86.116,0.189
86.127,0.128
86.139,0.252
86.15,0.375
86.162,0.271
86.254,0.375
86.266,0.512
86.278,0.272
86.37,0.611
86.382,0.908
86.393,0.713
86.405,0.19
86.532,0.018
86.625,0.132
86.636,0.822
86.648,1.304
86.659,1.201
86.671,0.683
86.775,0.39
86.786,0.452
86.798,0.498
86.81,0.678
86.821,0.773
86.833,0.588
86.844,0.144
86.96,0.379
86.971,0.753
86.983,0.737
86.994,0.654
87.006,0.445
87.018,0.288
87.029,0.266
87.041,0.437
87.052,0.673
87.064,0.469
87.133,0.309
87.145,0.564
87.156,0.681
87.168,0.741
87.179,0.546
87.191,0.244
87.202,0.057
87.214,0.052
87.249,0.003
87.26,0.537
87.272,0.816
87.283,0.358
87.341,0.015
87.352,0.964
87.364,1.879
87.376,2.291
87.387,2.196
87.399,1.638
87.41,0.862
87.422,0.61
87.433,0.526
87.445,0.317
87.456,0.356
87.468,0.397
87.479,0.338
87.491,0.15
87.583,0.264
87.595,1.817
87.606,3.851
87.618,5.274
87.629,5.584
87.641,5.114
87.652,4.191
87.664,3.268
87.676,2.575
87.687,1.722
87.699,0.576
87.826,0.764
87.837,2.134
87.849,3.947
87.86,6.197
87.872,7.704
87.883,6.217
87.895,3.327
87.906,1.323
87.918,0.341
87.929,0.077
88.448,0.089
88.459,0.361
88.471,0.509
88.482,0.459
88.494,0.338
88.506,0.17
88.517,0.001
88.598,0.147
88.609,0.854
88.621,1.341
88.632,1.368
88.644,0.96
88.655,0.521
88.667,0.314
88.678,0.207
88.816,0.152
88.828,1.164
88.839,2.058
88.851,2.823
88.862,3.354
88.874,3.395
88.885,2.78
88.897,1.755
88.908,1.038
88.92,0.513
88.931,0.091
89.058,0.174
89.07,0.142
89.116,0.196
89.127,0.867
89.139,1.352
89.15,1.787
89.162,1.905
89.173,1.579
89.185,0.778
89.288,0.456
89.3,0.85
89.311,0.594
89.323,0.354
89.334,0.352
89.346,0.687
89.357,1.426
89.369,2.195
89.38,2.338
89.392,1.673
89.403,0.623
89.702,0.152
89.713,0.548
89.725,0.564
89.736,0.384
89.748,0.211
89.759,0.098
89.828,0.001
89.92,0.315
89.932,0.686
89.943,0.483
90.0,0.015
90.138,0.212
90.15,0.327
90.161,0.43
90.173,0.583
90.184,0.676
90.196,0.679
90.207,0.903
90.219,0.593
90.23,0.018
90.448,0.039
90.46,0.315
90.471,0.688
90.482,1.156
90.494,1.448
90.505,1.322
90.517,0.929
90.528,0.35
90.677,0.19
90.689,0.266
90.7,0.275
90.712,0.266
90.723,0.122
90.838,0.346
90.85,0.531
90.861,0.502
90.872,0.463
90.884,0.635
90.895,0.489
90.907,0.276
90.918,0.291
90.93,0.169
91.01,0.125
91.021,0.288
91.033,0.226
91.09,0.053
91.102,0.254
91.113,0.328
91.125,0.156
91.239,0.183
91.251,0.341
91.262,0.365
91.48,0.227
91.491,0.486
91.502,0.693
91.514,0.808
91.525,0.752
91.537,0.493
91.651,0.029
91.663,0.289
91.674,0.473
91.686,0.96
91.697,0.963
91.709,0.261
91.892,0.249
91.903,0.64
91.915,0.912
91.926,0.93
91.937,0.714
91.949,0.442
91.96,0.264
91.972,0.02
92.132,0.247
92.143,0.551
92.155,0.663
92.166,0.836
92.178,1.324
92.189,2.011
92.2,2.423
92.212,2.197
92.223,1.462
92.235,0.657
92.361,0.489
92.372,1.099
92.383,1.307
92.395,1.069
92.406,0.597
92.418,0.802
92.429,1.586
92.441,2.395
92.452,2.521
92.463,1.874
92.475,1.063
92.486,0.619
92.498,0.501
92.555,0.833
92.566,1.226
92.578,1.553
92.589,1.591
92.601,1.346
92.612,1.007
92.623,0.672
92.635,0.603
92.646,0.689
92.658,0.619
92.669,0.215
92.783,0.243
92.795,0.78
92.806,1.79
92.818,1.999
92.829,0.655
92.84,0.015
92.977,0.473
92.989,1.029
93.0,1.229
93.012,1.122
93.023,0.741
93.035,0.299
93.046,0.017
93.069,0.421
93.08,0.511
93.092,0.196
93.103,0.1
93.114,0.065
93.126,0.107
93.137,0.133
93.149,0.133
93.16,0.115
93.172,0.067
93.468,0.063
93.662,0.288
93.674,0.695
93.685,0.873
93.696,0.732
93.708,0.374
93.719,0.074
93.731,0.081
93.742,0.357
93.753,0.621
93.765,0.687
93.776,0.516
93.788,0.28
93.799,0.057
93.902,0.169
93.913,0.585
93.924,0.926
93.936,1.018
93.947,0.866
93.959,0.571
93.97,0.253
93.981,0.108
93.993,0.474
94.004,0.569
94.015,0.389
94.027,0.307
94.038,0.043
94.152,0.349
94.164,1.203
94.175,1.998
94.186,2.342
94.198,2.136
94.209,2.286
94.221,3.553
94.232,3.354
94.243,2.158
94.255,1.103
94.266,0.405
94.335,0.127
94.346,0.582
94.357,1.13
94.369,1.446
94.38,1.419
94.391,1.152
94.403,0.704
94.414,0.24
94.483,0.051
94.494,0.422
94.505,0.648
94.517,0.543
94.528,0.198
94.596,0.239
94.608,0.848
94.619,1.318
94.631,1.459
94.642,1.451
94.653,1.465
94.665,1.677
94.676,1.842
94.688,1.471
94.699,0.804
94.71,0.15
94.835,0.142
94.847,0.505
94.858,1.303
94.87,1.205
94.881,0.687
94.892,0.225
95.074,0.123
95.086,0.531
95.097,0.733
95.108,0.42
95.199,0.468
95.211,0.73
95.222,0.606
95.234,0.264
95.279,0.051
95.29,0.604
95.302,1.085
95.313,1.395
95.325,1.567
95.336,1.491
95.347,1.28
95.359,1.288
95.37,1.563
95.381,2.02
95.393,2.341
95.404,2.52
95.416,2.279
95.427,1.749
95.438,1.102
95.45,0.316
95.518,0.333
95.529,0.764
95.541,1.255
95.552,1.603
95.563,1.699
95.575,1.448
95.586,1.099
95.597,0.805
95.609,0.531
95.62,0.278
95.632,0.02
95.825,0.031
95.836,0.238
95.847,0.641
95.859,1.219
95.87,2.083
95.881,3.365
95.893,4.522
95.904,4.245
95.915,3.446
95.927,3.45
95.938,2.875
95.95,1.577
95.961,0.416
96.222,0.178
96.233,0.544
96.245,0.409
96.415,0.505
96.426,0.967
96.438,1.217
96.449,1.129
96.46,0.683
96.472,0.145
96.858,0.187
96.869,0.159
96.88,0.019
97.073,0.059
97.084,0.152
97.334,0.004
97.345,0.087
97.356,0.169
97.368,0.231
97.379,0.266
97.39,0.215
97.402,0.105
97.571,0.13
97.583,0.476
97.594,0.791
97.605,1.066
97.617,0.994
97.628,0.774
97.639,0.663
97.651,0.576
97.662,0.458
97.673,0.315
97.685,0.135
97.877,0.068
97.888,0.213
97.9,0.365
97.911,0.498
97.922,0.679
97.934,0.887
97.945,1.13
97.956,1.357
97.968,1.222
97.979,0.879
97.99,0.509
98.002,0.067
98.137,0.221
98.149,0.773
98.16,1.228
98.171,1.602
98.183,1.88
98.194,1.85
98.205,1.605
98.217,1.254
98.228,0.977
98.239,0.771
98.251,0.53
98.262,0.155
98.522,0.157
98.533,0.064
98.635,0.261
98.647,0.915
98.658,1.739
98.669,2.46
98.68,2.471
98.692,1.688
98.703,0.832
98.929,0.038
98.94,0.162
99.076,0.188
99.087,0.426
99.098,0.391
99.11,0.163
99.257,0.19
99.268,0.761
99.279,2.83
99.291,4.407
99.302,5.326
99.313,5.453
99.324,3.854
99.336,1.515
99.347,0.474
99.358,0.214
99.37,0.108
99.449,0.36
99.46,0.592
99.471,0.618
99.482,0.684
99.494,0.917
99.505,1.345
99.516,1.941
99.528,2.259
99.539,1.639
99.55,1.089
99.561,0.746
99.573,0.45
99.584,0.227
99.595,0.03
99.742,0.144
99.753,0.544
99.765,0.525
99.776,0.02
99.81,0.097
99.821,0.351
99.866,0.467
99.878,0.773
99.889,0.273
99.968,0.221
99.979,0.58
99.99,1.119
100.002,1.738
100.013,1.964
100.024,1.619
100.035,0.814
100.047,0.453
100.058,0.372
100.069,0.203
100.182,0.14
100.193,0.36
100.205,0.486
100.216,0.737
100.227,1.398
100.238,1.964
100.25,2.144
100.261,2.071
100.272,1.884
100.284,1.673
100.295,1.368
100.306,0.94
100.317,0.493
100.453,0.322
100.464,0.741
100.475,0.844
100.486,0.156
100.622,0.037
100.678,0.143
100.689,0.541
100.701,0.713
100.712,0.631
100.723,0.507
100.734,0.531
100.746,0.569
100.757,0.678
100.768,0.798
100.779,0.937
100.791,1.061
100.802,1.083
100.813,0.729
100.825,0.233
100.858,0.336
100.87,0.844
100.881,1.109
100.892,0.999
100.903,0.644
100.915,0.313
100.926,0.415
100.937,0.685
100.948,0.676
100.96,0.273
101.061,0.246
101.072,0.553
101.084,0.919
101.095,0.923
101.106,0.81
101.117,0.745
101.129,0.728
101.14,0.594
101.151,0.288
101.343,0.217
101.354,1.089
101.365,1.778
101.376,2.147
101.388,2.264
101.399,2.212
101.41,1.946
101.421,1.545
101.433,0.89
101.444,0.29
101.455,0.02
101.478,0.134
101.489,0.557
101.5,1.129
101.511,1.432
101.523,1.438
101.534,1.212
101.545,0.568
101.556,0.415
101.568,0.988
101.579,1.694
101.59,2.022
101.601,1.571
101.613,0.515
101.748,0.126
101.759,0.618
101.77,1.256
101.781,1.74
101.793,1.728
101.804,1.558
101.815,1.579
101.826,1.756
101.838,1.681
101.849,1.152
101.86,0.41
102.006,0.234
102.017,0.788
102.029,0.871
102.04,1.094
102.051,1.27
102.062,1.138
102.074,0.894
102.085,0.606
102.096,0.264
102.523,0.186
102.534,0.49
102.546,0.782
102.557,0.905
102.568,0.949
102.579,1.275
102.591,1.839
102.602,2.217
102.613,2.092
102.624,1.587
102.636,0.959
102.647,0.269
102.658,0.022
102.782,0.352
102.793,1.356
102.804,1.572
102.815,1.185
102.826,0.374
103.107,0.113
103.118,0.21
103.13,0.054
103.253,0.03
103.264,0.517
103.276,0.804
103.287,0.784
103.298,0.499
103.309,0.241
103.32,0.276
103.332,0.524
103.388,0.677
103.399,0.68
103.41,0.525
103.421,0.342
103.433,0.077
103.691,0.046
103.702,0.503
103.713,0.13
103.747,0.098
103.758,0.364
103.769,0.653
103.78,0.91
103.792,1.061
103.803,1.057
103.814,0.667
103.825,0.096
103.926,0.464
103.937,1.13
103.948,1.592
103.96,1.624
103.971,1.178
103.982,0.606
103.993,0.197
104.173,0.291
104.184,0.812
104.195,1.112
104.206,1.186
104.217,1.067
104.229,0.857
104.24,0.491
104.251,0.107
104.442,0.484
104.453,0.68
104.464,0.993
104.475,1.496
104.486,2.018
104.498,2.688
104.509,3.399
104.52,3.689
104.531,3.364
104.542,2.225
104.554,0.942
104.632,0.798
104.643,2.04
104.654,3.053
104.665,3.357
104.677,3.083
104.688,2.673
104.699,2.305
104.71,2.019
104.721,1.483
104.733,0.848
104.744,0.485
104.755,0.198
104.889,0.248
104.901,0.497
104.912,0.567
104.923,0.39
104.934,0.072
105.124,0.127
105.136,0.679
105.147,1.202
105.158,1.53
105.169,1.633
105.18,1.645
105.192,1.479
105.203,0.86
105.214,0.137
105.281,0.285
105.292,0.661
105.303,0.92
105.315,1.096
105.326,1.184
105.337,1.234
105.348,1.311
105.359,1.461
105.371,1.56
105.382,1.434
105.393,1.022
105.404,0.374
105.438,0.116
105.449,0.686
105.46,1.264
105.471,1.803
105.482,1.876
105.494,1.16
105.505,0.396
105.605,0.468
105.617,0.709
105.628,0.616
105.639,0.47
105.874,0.729
105.885,1.304
105.896,1.418
105.963,0.786
105.974,0.323
105.985,0.089
106.086,0.012
106.097,0.432
106.108,0.96
106.12,1.232
106.131,0.932
106.142,0.771
106.153,0.685
106.164,0.619
106.175,0.503
106.187,0.278
106.198,0.033
106.298,0.068
106.309,0.38
106.321,0.646
106.332,0.888
106.343,1.089
106.354,1.139
106.365,1.018
106.376,0.661
106.388,0.183
106.577,0.017
106.756,0.205
106.767,0.476
106.778,0.612
106.79,0.64
106.801,0.72
106.812,0.91
106.823,1.263
106.834,1.82
106.845,2.374
106.857,2.719
106.868,2.628
106.879,2.097
106.89,1.397
106.901,0.689
106.912,0.133
107.057,0.004
107.069,0.025
107.459,0.486
107.47,0.979
107.481,1.669
107.492,2.323
107.504,2.392
107.515,1.899
107.526,1.287
107.537,1.006
107.548,1.114
107.559,1.376
107.57,1.756
107.582,2.239
107.593,2.329
107.604,1.535
107.615,0.184
107.782,0.319
107.793,0.897
107.805,1.163
107.816,0.772
107.827,0.119
107.949,0.167
107.961,0.463
107.972,1.0
107.983,1.395
107.994,1.127
108.005,0.831
108.016,0.784
108.027,0.706
108.039,0.681
108.05,0.348
108.172,0.082
108.183,0.934
108.195,1.685
108.206,1.922
108.261,1.69
108.273,1.221
108.284,1.144
108.295,1.576
108.306,1.103
108.317,0.375
108.373,0.198
108.384,0.185
108.506,0.003
108.518,0.258
108.529,0.179
108.551,0.005
108.562,0.042
108.573,0.035
108.863,0.016
108.874,0.12
108.885,0.219
108.896,0.205
108.907,0.169
108.918,0.232
108.929,0.4
108.941,0.565
108.952,0.578
108.963,0.35
109.119,0.027
109.13,0.114
109.441,0.185
109.452,0.303
109.463,0.348
109.474,0.251
109.641,0.039
109.652,0.419
109.663,0.722
109.675,0.687
109.686,0.366
109.741,0.202
109.752,0.563
109.764,0.9
109.775,1.207
109.786,1.338
109.797,1.29
109.808,1.15
109.819,1.039
109.83,1.092
109.841,1.171
109.852,1.12
109.864,0.948
109.875,0.763
109.886,0.666
109.897,0.651
109.908,0.757
109.919,1.069
109.93,1.632
109.941,2.129
109.952,2.136
109.964,1.48
109.975,0.613
110.03,0.097
110.041,0.782
110.052,1.347
110.064,1.487
110.075,1.304
110.086,1.066
110.097,0.79
110.108,0.651
110.164,0.661
110.175,0.703
110.186,0.703
110.197,0.4
110.297,0.118
110.308,0.7
110.319,1.232
110.33,2.345
110.341,2.505
110.352,1.633
110.363,1.305
110.375,1.253
110.386,0.954
110.397,0.447
110.486,0.083
110.497,0.322
110.508,0.448
110.519,0.515
110.53,0.594
110.541,0.73
110.552,0.926
110.563,1.04
110.574,1.216
110.586,1.41
110.597,1.457
110.608,1.357
110.619,0.493
110.752,0.051
110.763,0.112
110.774,0.001
110.941,0.002
110.952,0.31
110.963,0.464
110.974,0.44
110.985,0.316
111.196,0.023
111.207,0.247
111.218,0.401
111.229,0.706
111.24,1.282
111.251,2.238
111.263,2.942
111.274,2.894
111.285,2.047
111.296,0.849
111.307,0.062
111.495,0.45
111.507,1.504
111.518,2.528
111.529,2.825
111.54,2.252
111.551,1.27
111.762,0.468
111.773,0.376
111.784,0.01
111.817,0.132
111.828,0.37
111.839,0.794
111.85,1.152
111.861,1.55
111.872,1.466
111.883,1.029
111.895,0.311
111.972,0.403
111.983,0.654
111.994,0.496
112.005,0.374
112.017,0.531
112.028,0.71
112.039,0.722
112.05,0.446
112.205,0.356
112.216,0.691
112.227,0.921
112.238,0.882
112.249,0.343
112.493,0.39
112.537,0.191
112.548,0.406
112.559,0.557
112.57,0.497
112.581,0.337
112.593,0.139
112.604,0.048
112.615,0.233
112.626,0.438
112.637,0.388
112.836,0.155
112.847,0.352
112.858,0.43
112.869,0.342
112.88,0.244
112.892,0.237
112.903,0.283
112.914,0.242
112.947,0.271
112.958,0.588
112.969,0.194
113.013,0.3
113.024,0.846
113.035,1.502
113.046,2.43
113.058,3.313
113.069,3.305
113.08,2.399
113.091,1.372
113.102,0.672
113.113,0.231
113.489,0.69
113.5,1.9
113.511,2.954
113.522,3.071
113.533,2.05
113.544,1.059
113.555,1.404
113.567,1.803
113.578,1.57
113.589,1.453
113.6,1.084
113.611,0.582
113.622,0.357
113.633,0.327
113.644,0.298
113.655,0.173
113.666,0.089
113.854,0.179
113.865,0.32
113.876,0.12
113.987,0.025
113.998,0.204
114.009,0.325
114.02,0.416
114.031,0.383
114.042,0.442
114.053,0.87
114.064,1.442
114.075,1.789
114.086,1.687
114.097,1.11
114.108,0.434
114.119,0.019
114.141,0.118
114.153,0.098
114.285,0.13
114.296,1.037
114.307,1.905
114.318,2.347
114.329,2.2
114.34,1.636
114.351,1.066
114.363,0.779
114.374,0.593
114.385,0.518
114.396,0.61
114.407,0.808
114.418,0.924
114.429,0.809
114.44,0.489
114.451,0.104
114.584,0.204
114.595,0.492
114.606,0.596
114.617,0.65
114.628,0.615
114.639,0.485
114.65,0.543
114.661,0.791
114.672,1.083
114.683,1.422
114.694,1.255
114.705,0.783
114.716,0.713
114.727,0.75
114.738,0.8
114.749,0.757
114.76,0.341
114.849,0.032
114.86,0.355
114.871,0.456
114.882,0.375
114.893,0.222
114.904,0.077
114.959,0.063
114.97,0.353
114.981,1.151
114.992,1.981
115.003,2.575
115.014,2.404
115.025,1.566
115.036,0.434
115.103,0.263
115.114,1.125
115.125,2.643
115.136,5.483
115.147,8.817
115.158,9.703
115.169,7.25
115.18,2.875
115.191,0.111
115.39,0.088
115.401,0.763
115.412,1.803
115.423,2.839
115.434,3.233
115.445,2.913
115.456,2.024
115.467,0.775
115.588,0.075
115.599,0.628
115.61,1.344
115.621,1.27
115.632,0.501
115.643,0.202
115.654,0.245
115.665,0.642
115.677,1.05
115.688,1.37
115.699,1.249
115.71,0.661
115.721,0.043
115.82,0.073
115.831,0.156
115.842,0.088
115.853,0.366
115.864,0.571
115.875,0.686
115.886,0.657
115.897,0.443
115.908,0.095
115.985,0.094
115.996,0.195
116.008,0.002
116.228,0.491
116.239,1.159
116.25,1.701
116.261,2.082
116.272,1.805
116.283,1.11
116.294,0.288
116.438,0.028
116.68,0.469
116.691,0.904
116.702,1.253
116.713,1.867
116.724,2.404
116.735,2.46
116.746,1.976
116.757,1.057
116.768,0.155
116.912,0.683
116.923,1.057
116.934,1.192
116.945,1.08
116.956,0.735
116.967,0.179
117.22,0.18
117.231,0.391
117.242,0.2
117.429,0.375
117.44,2.354
117.451,3.263
117.462,2.519
117.473,1.047
117.617,0.048
117.628,0.223
117.639,0.339
117.65,0.436
117.661,0.575
117.672,0.784
117.683,0.956
117.694,0.827
117.705,0.518
117.716,0.173
117.87,0.012
117.881,0.185
117.892,0.248
117.903,0.303
117.914,0.12
117.969,0.242
117.98,0.53
117.991,0.774
118.002,0.918
118.013,1.023
118.024,1.201
118.035,1.329
118.046,1.058
118.057,0.59
118.068,0.121
118.123,0.08
118.134,0.372
118.145,0.766
118.156,1.345
118.167,1.237
118.178,0.102
118.31,0.381
118.321,1.303
118.332,2.556
118.343,3.896
118.354,4.745
118.365,4.92
118.376,4.654
118.387,4.056
118.442,2.939
118.453,1.508
118.464,1.021
118.475,1.07
118.486,0.555
118.497,0.054
118.783,0.304
118.794,0.491
118.805,0.456
118.816,0.176
118.86,0.296
118.871,1.546
118.882,3.896
118.893,7.284
118.904,10.74
118.915,12.838
118.926,12.588
118.937,10.351
118.948,6.93
118.959,4.093
119.091,0.268
119.102,0.948
119.113,1.512
119.124,1.321
119.135,0.505
119.179,0.044
119.19,0.344
119.201,0.24
