Depth(m),Cond(uS)
19.035,0.818
19.045,0.876
19.055,0.926
19.065,0.961
19.075,0.988
19.085,1.012
19.095,1.018
19.105,0.996
19.115,0.952
19.125,0.903
19.135,0.859
19.145,0.844
19.155,0.858
19.165,0.899
19.175,0.944
19.185,0.977
19.195,0.971
19.205,0.909
19.215,0.816
19.225,0.762
19.235,0.763
19.245,0.808
19.255,0.865
19.265,0.914
19.275,0.925
19.285,0.888
19.295,0.846
19.305,0.826
19.315,0.826
19.325,0.853
19.335,0.926
19.345,1.044
19.355,1.213
19.365,1.419
19.375,1.587
19.385,1.677
19.395,1.731
19.405,1.759
19.415,1.745
19.425,1.674
19.435,1.547
19.445,1.383
19.455,1.194
19.465,1.051
19.475,0.97
19.485,0.919
19.495,0.916
19.505,0.969
19.515,1.033
19.525,1.075
19.535,1.114
19.545,1.152
19.555,1.181
19.565,1.192
19.575,1.196
19.585,1.209
19.595,1.236
19.605,1.272
19.615,1.294
19.625,1.301
19.635,1.295
19.645,1.275
19.655,1.234
19.665,1.194
19.675,1.173
19.685,1.165
19.695,1.157
19.705,1.138
19.715,1.112
19.725,1.076
19.735,1.052
19.745,1.039
19.755,1.043
19.765,1.046
19.775,1.039
19.785,1.014
19.795,0.986
19.805,0.961
19.815,0.966
19.825,0.99
19.835,1.012
19.845,1.02
19.855,1.011
19.865,0.988
19.875,0.96
19.885,0.932
19.895,0.905
19.905,0.886
19.915,0.895
19.925,0.932
19.935,0.989
19.945,1.048
19.955,1.088
19.965,1.122
19.975,1.176
19.985,1.243
19.995,1.335
20.005,1.427
20.015,1.469
20.025,1.452
20.035,1.378
20.045,1.231
20.055,1.039
20.065,0.867
20.075,0.761
20.085,0.735
20.095,0.753
20.105,0.775
20.115,0.789
20.125,0.796
20.135,0.799
20.145,0.81
20.155,0.839
20.165,0.884
20.175,0.947
20.185,1.007
20.195,1.051
20.205,1.073
20.215,1.074
20.225,1.054
20.235,1.025
20.245,1.002
20.255,0.969
20.265,0.93
20.275,0.904
20.285,0.901
20.295,0.917
20.305,0.935
20.315,0.93
20.325,0.869
20.335,0.764
20.345,0.666
20.355,0.596
20.365,0.561
20.375,0.548
20.385,0.543
20.395,0.541
20.405,0.542
20.415,0.55
20.425,0.569
20.435,0.607
20.445,0.664
20.455,0.736
20.465,0.827
20.475,0.928
20.485,1.015
20.495,1.069
20.505,1.093
20.515,1.1
20.525,1.089
20.535,1.053
20.545,0.991
20.555,0.91
20.565,0.859
20.575,0.842
20.585,0.829
20.595,0.814
20.605,0.803
20.615,0.8
20.625,0.805
20.635,0.822
20.645,0.835
20.655,0.823
20.665,0.795
20.675,0.781
20.685,0.801
20.695,0.831
20.705,0.829
20.715,0.798
20.725,0.776
20.735,0.791
20.745,0.834
20.755,0.861
20.765,0.853
20.775,0.819
20.785,0.774
20.795,0.735
20.805,0.71
20.815,0.703
20.825,0.704
20.835,0.709
20.845,0.72
20.855,0.734
20.865,0.754
20.875,0.776
20.885,0.792
20.895,0.804
20.905,0.809
20.915,0.811
20.925,0.818
20.935,0.824
20.945,0.819
20.955,0.799
20.965,0.772
20.975,0.746
20.985,0.745
20.995,0.782
21.005,0.855
21.015,0.945
21.025,1.034
21.035,1.089
21.045,1.083
21.055,1.052
21.065,1.048
21.075,1.058
21.085,1.063
21.095,1.059
21.105,1.051
21.115,1.042
21.125,1.029
21.135,1.0
21.145,0.952
21.155,0.888
21.165,0.805
21.175,0.727
21.185,0.683
21.195,0.668
21.205,0.668
21.215,0.677
21.225,0.697
21.235,0.718
21.245,0.732
21.255,0.75
21.265,0.772
21.275,0.792
21.285,0.803
21.295,0.811
21.305,0.816
21.315,0.807
21.325,0.774
21.335,0.722
21.345,0.673
21.355,0.64
21.365,0.614
21.375,0.587
21.385,0.571
21.395,0.57
21.405,0.587
21.415,0.614
21.425,0.646
21.435,0.675
21.445,0.708
21.455,0.745
21.465,0.782
21.475,0.81
21.485,0.835
21.495,0.862
21.505,0.891
21.515,0.925
21.525,0.961
21.535,0.992
21.545,1.016
21.555,1.029
21.565,1.026
21.575,1.0
21.585,0.959
21.595,0.913
21.605,0.869
21.615,0.845
21.625,0.835
21.635,0.823
21.645,0.806
21.655,0.785
21.665,0.763
21.675,0.74
21.685,0.722
21.695,0.713
21.705,0.716
21.715,0.733
21.725,0.756
21.735,0.769
21.745,0.771
21.755,0.757
21.765,0.734
21.775,0.715
21.785,0.713
21.795,0.729
21.805,0.75
21.815,0.767
21.825,0.785
21.835,0.802
21.845,0.819
21.855,0.836
21.865,0.846
21.875,0.846
21.885,0.835
21.895,0.82
21.905,0.803
21.915,0.788
21.925,0.777
21.935,0.772
21.945,0.774
21.955,0.79
21.965,0.814
21.975,0.84
21.985,0.853
21.995,0.847
22.005,0.825
22.015,0.802
22.025,0.787
22.035,0.785
22.045,0.789
22.055,0.794
22.065,0.793
22.075,0.784
22.085,0.772
22.095,0.766
22.105,0.772
22.115,0.785
22.125,0.796
22.135,0.799
22.145,0.808
22.155,0.837
22.165,0.89
22.175,0.945
22.185,0.982
22.195,0.996
22.205,0.992
22.215,0.977
22.225,0.948
22.235,0.908
22.245,0.856
22.255,0.792
22.265,0.69
22.275,0.745
22.285,0.817
22.295,0.88
22.305,0.937
22.315,0.967
22.325,0.962
22.375,0.589
22.385,0.579
22.395,0.577
22.405,0.582
22.415,0.599
22.425,0.633
22.435,0.694
22.445,0.785
22.455,0.899
22.465,1.016
22.475,1.117
22.485,1.185
22.495,1.215
22.505,1.212
22.515,1.192
22.525,1.169
22.535,1.152
22.545,1.148
22.555,1.155
22.565,1.168
22.575,1.184
22.585,1.2
22.595,1.215
22.605,1.235
22.615,1.258
22.625,1.267
22.635,1.229
22.645,1.124
22.655,0.983
22.665,0.858
22.675,0.765
22.685,0.707
22.695,0.68
22.705,0.665
22.715,0.652
22.725,0.64
22.735,0.629
22.745,0.619
22.755,0.611
22.765,0.617
22.775,0.648
22.785,0.714
22.795,0.813
22.805,0.933
22.815,1.058
22.825,1.16
22.835,1.204
22.845,1.174
22.855,1.101
22.865,1.012
22.875,0.918
22.885,0.835
22.895,0.782
22.905,0.762
22.915,0.763
22.925,0.775
22.935,0.792
22.945,0.8
22.955,0.789
22.965,0.762
22.975,0.734
22.985,0.718
22.995,0.711
23.005,0.7
23.015,0.683
23.025,0.666
23.035,0.655
23.045,0.657
23.055,0.669
23.065,0.681
23.075,0.686
23.085,0.685
23.095,0.682
23.105,0.683
23.115,0.692
23.125,0.705
23.135,0.719
23.145,0.733
23.155,0.746
23.165,0.757
23.175,0.765
23.185,0.773
23.195,0.778
23.205,0.781
23.215,0.783
23.225,0.784
23.235,0.79
23.245,0.808
23.255,0.846
23.265,0.9
23.275,0.947
23.285,0.981
23.295,1.018
23.305,1.063
23.315,1.097
23.325,1.102
23.335,1.101
23.345,1.104
23.355,1.109
23.365,1.108
23.375,1.107
23.385,1.112
23.395,1.117
23.405,1.11
23.415,1.09
23.425,1.058
23.435,1.019
23.445,0.97
23.455,0.913
23.465,0.853
23.475,0.799
23.485,0.758
23.495,0.734
23.505,0.727
23.515,0.729
23.525,0.744
23.535,0.766
23.545,0.78
23.555,0.776
23.565,0.745
23.575,0.692
23.585,0.636
23.595,0.586
23.605,0.555
23.615,0.55
23.625,0.562
23.635,0.586
23.645,0.618
23.655,0.644
23.665,0.66
23.675,0.667
23.685,0.678
23.695,0.706
23.705,0.753
23.715,0.798
23.725,0.822
23.735,0.819
23.745,0.794
23.755,0.754
23.765,0.719
23.775,0.704
23.785,0.715
23.795,0.734
23.805,0.754
23.815,0.769
23.825,0.777
23.835,0.774
23.845,0.763
23.855,0.75
23.865,0.742
23.875,0.74
23.885,0.745
23.895,0.755
23.905,0.758
23.915,0.746
23.925,0.72
23.935,0.683
23.945,0.642
23.955,0.598
23.965,0.554
23.975,0.531
23.985,0.533
23.995,0.554
24.005,0.581
24.015,0.61
24.025,0.65
24.035,0.704
24.045,0.766
24.055,0.831
24.065,0.886
24.075,0.92
24.085,0.937
24.095,0.942
24.105,0.937
24.115,0.921
24.125,0.899
24.135,0.872
24.145,0.844
24.155,0.813
24.165,0.783
24.175,0.748
24.185,0.706
24.195,0.661
24.205,0.618
24.215,0.578
24.225,0.545
24.235,0.529
24.245,0.536
24.255,0.57
24.265,0.652
24.275,0.76
24.285,0.841
24.295,0.897
24.305,0.926
24.315,0.927
24.325,0.915
24.335,0.884
24.345,0.824
24.355,0.755
24.365,0.705
24.375,0.679
24.385,0.667
24.395,0.662
24.405,0.655
24.415,0.652
24.425,0.669
24.435,0.697
24.445,0.72
24.455,0.738
24.465,0.752
24.475,0.765
24.485,0.779
24.495,0.793
24.505,0.805
24.515,0.804
24.525,0.794
24.535,0.778
24.545,0.768
24.555,0.781
24.565,0.815
24.575,0.868
24.585,0.929
24.595,0.961
24.605,0.959
24.615,0.924
24.625,0.862
24.635,0.777
24.645,0.698
24.655,0.639
24.665,0.618
24.675,0.645
24.685,0.691
24.695,0.736
24.705,0.766
24.715,0.771
24.725,0.761
24.735,0.762
24.745,0.778
24.755,0.796
24.765,0.805
24.775,0.809
24.785,0.811
24.795,0.819
24.805,0.833
24.815,0.856
24.825,0.892
24.835,0.924
24.845,0.954
24.855,0.968
24.865,0.944
24.875,0.886
24.885,0.834
24.895,0.811
24.905,0.802
24.915,0.804
24.925,0.808
24.935,0.801
24.945,0.787
24.955,0.772
24.965,0.769
24.975,0.788
24.985,0.832
24.995,0.891
25.005,0.961
25.015,1.027
25.025,1.051
25.035,1.016
25.045,0.939
25.055,0.847
25.065,0.748
25.075,0.688
25.085,0.672
25.095,0.689
25.105,0.736
25.115,0.793
25.125,0.853
25.135,0.923
25.145,0.974
25.155,1.0
25.165,1.008
25.175,1.011
25.185,1.024
25.195,1.055
25.205,1.098
25.215,1.15
25.225,1.201
25.235,1.228
25.245,1.231
25.255,1.223
25.265,1.207
25.275,1.18
25.285,0.669
25.295,0.742
25.305,0.795
25.315,0.813
25.325,0.83
25.335,0.857
25.345,0.866
25.355,0.85
25.405,0.684
25.415,0.712
25.425,0.762
25.435,0.812
25.445,0.87
25.455,0.933
25.465,0.978
25.475,1.005
25.485,1.019
25.495,1.03
25.505,1.042
25.515,1.044
25.525,1.034
25.535,1.014
25.545,0.987
25.555,0.953
25.565,0.914
25.575,0.882
25.585,0.866
25.595,0.861
25.605,0.843
25.615,0.792
25.625,0.735
25.635,0.685
25.645,0.651
25.655,0.644
25.665,0.649
25.675,0.671
25.685,0.709
25.695,0.752
25.705,0.794
25.715,0.838
25.725,0.891
25.735,0.94
25.745,0.969
25.755,0.986
25.765,0.997
25.775,1.001
25.785,0.992
25.795,0.975
25.805,0.95
25.815,0.914
25.825,0.877
25.835,0.852
25.845,0.838
25.855,0.832
25.865,0.843
25.875,0.882
25.885,0.94
25.895,1.014
25.905,1.102
25.915,1.16
25.925,1.161
25.935,1.098
25.945,0.975
25.955,0.855
25.965,0.772
25.975,0.733
25.985,0.722
25.995,0.728
26.005,0.741
26.015,0.759
26.025,0.779
26.035,0.804
26.045,0.841
26.055,0.882
26.065,0.911
26.075,0.918
26.085,0.902
26.095,0.88
26.105,0.869
26.115,0.87
26.125,0.884
26.135,0.918
26.145,0.979
26.155,1.067
26.165,1.186
26.175,1.325
26.185,1.454
26.195,1.554
26.205,1.618
26.215,1.631
26.225,1.53
26.235,1.262
26.245,0.976
26.255,0.791
26.265,0.712
26.275,0.687
26.285,0.672
26.295,0.652
26.305,0.624
26.315,0.598
26.325,0.587
26.335,0.598
26.345,0.627
26.355,0.673
26.365,0.723
26.375,0.776
26.385,0.824
26.395,0.855
26.405,0.873
26.415,0.873
26.425,0.866
26.435,0.857
26.445,0.849
26.455,0.852
26.465,0.867
26.475,0.889
26.485,0.905
26.495,0.898
26.505,0.863
26.515,0.815
26.525,0.763
26.535,0.715
26.545,0.681
26.555,0.658
26.565,0.653
26.575,0.659
26.585,0.68
26.595,0.706
26.605,0.737
26.615,0.763
26.625,0.791
26.635,0.819
26.645,0.853
26.655,0.905
26.665,0.966
26.675,1.048
26.685,1.143
26.695,1.235
26.705,1.317
26.715,1.357
26.725,1.374
26.735,1.373
26.745,1.364
26.755,1.344
26.765,1.316
26.775,1.278
26.785,1.228
26.795,1.162
26.805,1.072
26.815,0.986
26.825,0.902
26.835,0.829
26.845,0.772
26.855,0.737
26.865,0.73
26.875,0.733
26.885,0.734
26.895,0.732
26.905,0.733
26.915,0.743
26.925,0.761
26.935,0.776
26.945,0.782
26.955,0.784
26.965,0.796
26.975,0.817
26.985,0.843
26.995,0.871
27.005,0.905
27.015,0.929
27.025,0.939
27.035,0.936
27.045,0.917
27.055,0.882
27.065,0.85
27.075,0.818
27.085,0.787
27.095,0.757
27.105,0.725
27.115,0.701
27.125,0.683
27.135,0.671
27.145,0.665
27.155,0.666
27.165,0.68
27.175,0.716
27.185,0.762
27.195,0.8
27.205,0.812
27.215,0.795
27.225,0.765
27.235,0.731
27.245,0.696
27.255,0.659
27.265,0.641
27.275,0.653
27.285,0.712
27.295,0.772
27.305,0.809
27.315,0.838
27.325,0.864
27.335,0.892
27.345,0.913
27.355,0.924
27.365,0.925
27.375,0.919
27.385,0.905
27.395,0.886
27.405,0.865
27.415,0.849
27.425,0.836
27.435,0.826
27.445,0.816
27.455,0.805
27.465,0.8
27.475,0.81
27.485,0.842
27.495,0.891
27.505,0.949
27.515,0.971
27.525,0.932
27.535,0.834
27.545,0.704
27.555,0.599
27.565,0.561
27.575,0.563
27.585,0.598
27.595,0.659
27.605,0.741
27.615,0.814
27.625,0.881
27.635,0.943
27.645,0.998
27.655,1.054
27.665,1.095
27.675,1.13
27.685,1.155
27.695,1.166
27.705,1.164
27.715,1.152
27.725,1.132
27.735,1.106
27.745,1.079
27.755,1.051
27.765,1.033
27.775,1.02
27.785,1.004
27.795,0.983
27.805,0.956
27.815,0.936
27.825,0.924
27.835,0.914
27.845,0.896
27.855,0.872
27.865,0.847
27.875,0.836
27.885,0.848
27.895,0.871
27.905,0.894
27.915,0.906
27.925,0.901
27.935,0.885
27.945,0.876
27.955,0.88
27.965,0.907
27.975,0.949
27.985,0.978
27.995,0.995
28.005,1.008
28.015,1.015
28.025,1.017
28.035,1.012
28.045,1.007
28.055,1.007
28.065,1.023
28.075,1.063
28.085,1.098
28.095,1.099
28.105,1.046
28.115,0.943
28.125,0.816
28.135,0.74
28.145,0.702
28.155,0.674
28.165,0.647
28.175,0.614
28.185,0.596
28.195,0.589
28.205,0.589
28.215,0.597
28.225,0.613
28.235,0.64
28.245,0.686
28.255,0.748
28.265,0.826
28.275,0.919
28.285,0.984
28.295,1.005
28.305,0.981
28.315,0.953
28.325,0.955
28.335,0.98
28.345,1.029
28.355,1.093
28.365,1.135
28.375,1.132
28.385,1.092
28.395,1.031
28.405,0.938
28.415,0.817
28.425,0.711
28.435,0.648
28.445,0.623
28.455,0.621
28.465,0.631
28.475,0.631
28.485,0.625
28.495,0.624
28.505,0.642
28.515,0.672
28.525,0.696
28.535,0.708
28.545,0.724
28.555,0.755
28.565,0.798
28.575,0.833
28.585,0.857
28.595,0.87
28.605,0.871
28.615,0.859
28.625,0.828
28.635,0.789
28.645,0.759
28.655,0.751
28.665,0.76
28.675,0.775
28.685,0.784
28.695,0.789
28.705,0.8
28.715,0.818
28.725,0.819
28.735,0.783
28.745,0.745
28.755,0.75
28.765,0.806
28.775,0.89
28.785,0.964
28.795,0.985
28.805,0.943
28.815,0.886
28.825,0.87
28.835,0.874
28.845,0.861
28.855,0.861
28.865,0.908
28.875,0.986
28.885,1.063
28.895,1.106
28.905,1.092
28.915,1.04
28.925,1.001
28.935,0.98
28.945,0.971
28.955,0.972
28.965,0.985
28.975,1.008
28.985,1.029
28.995,1.035
29.005,1.026
29.015,0.988
29.025,0.91
29.035,0.781
29.045,0.663
29.055,0.623
29.065,0.635
29.075,0.668
29.085,0.703
29.095,0.722
29.105,0.722
29.115,0.722
29.125,0.729
29.135,0.74
29.145,0.752
29.155,0.763
29.165,0.777
29.175,0.792
29.185,0.813
29.195,0.84
29.205,0.877
29.215,0.927
29.225,0.99
29.235,1.05
29.245,1.074
29.255,1.031
29.265,0.948
29.275,0.869
29.285,0.808
29.295,0.743
29.305,0.651
29.315,0.595
29.325,0.572
29.335,0.56
29.345,0.552
29.355,0.53
29.365,0.518
29.375,0.536
29.385,0.579
29.395,0.628
29.405,0.678
29.415,0.73
29.425,0.789
29.435,0.867
29.445,0.988
29.455,1.148
29.465,1.295
29.475,1.331
29.485,1.237
29.495,1.089
29.505,0.985
29.515,0.964
29.525,1.008
29.535,1.061
29.545,1.081
29.555,1.042
29.565,0.965
29.575,0.865
29.585,0.767
29.595,0.732
29.605,0.76
29.615,0.781
29.625,0.752
29.635,0.696
29.645,0.659
29.655,0.664
29.665,0.688
29.675,0.713
29.685,0.733
29.695,0.755
29.705,0.787
29.715,0.835
29.725,0.886
29.735,0.929
29.745,0.953
29.755,0.962
29.765,0.973
29.775,0.992
29.785,0.999
29.795,0.997
29.805,0.997
29.815,1.006
29.825,1.03
29.835,1.04
29.845,1.002
29.855,0.905
29.865,0.828
29.875,0.8
29.885,0.787
29.895,0.776
29.905,0.756
29.915,0.724
29.925,0.675
29.935,0.643
29.945,0.661
29.955,0.706
29.965,0.752
29.975,0.776
29.985,0.776
29.995,0.763
30.005,0.746
30.015,0.726
30.025,0.729
30.035,0.778
30.045,0.873
30.055,0.979
30.065,1.05
30.075,1.038
30.085,0.949
30.095,0.872
30.105,0.832
30.115,0.786
30.125,0.724
30.135,0.659
30.145,0.634
30.155,0.649
30.165,0.664
30.175,0.679
30.185,0.705
30.195,0.746
30.205,0.783
30.215,0.797
30.225,0.777
30.235,0.76
30.245,0.79
30.255,0.848
30.265,0.911
30.275,0.961
30.285,0.989
30.295,0.991
30.305,0.966
30.315,0.918
30.325,0.85
30.335,0.798
30.345,0.795
30.355,0.822
30.365,0.824
30.375,0.793
30.385,0.741
30.395,0.683
30.405,0.648
30.415,0.642
30.425,0.641
30.435,0.64
30.445,0.634
30.455,0.622
30.465,0.612
30.475,0.626
30.485,0.671
30.495,0.68
30.505,0.628
30.515,0.564
30.525,0.549
30.535,0.564
30.545,0.581
30.555,0.597
30.565,0.618
30.575,0.64
30.585,0.666
30.595,0.703
30.605,0.746
30.615,0.785
30.625,0.797
30.635,0.782
30.645,0.796
30.655,0.858
30.665,0.936
30.675,1.012
30.685,1.069
30.695,1.087
30.705,1.07
30.715,1.029
30.725,0.964
30.735,0.869
30.745,0.749
30.755,0.654
30.765,0.612
30.775,0.631
30.785,0.693
30.795,0.778
30.805,0.84
30.815,0.849
30.825,0.8
30.835,0.728
30.845,0.681
30.855,0.682
30.865,0.71
30.875,0.731
30.885,0.726
30.895,0.706
30.905,0.701
30.915,0.741
30.925,0.81
30.935,0.871
30.945,0.903
30.955,0.916
30.965,0.926
30.975,0.929
30.985,0.927
30.995,0.925
31.005,0.926
31.015,0.923
31.025,0.92
31.035,0.914
31.045,0.901
31.055,0.883
31.065,0.865
31.075,0.855
31.085,0.861
31.095,0.896
31.105,0.937
31.115,0.933
31.125,0.882
31.135,0.815
31.145,0.761
31.155,0.739
31.165,0.741
31.175,0.765
31.185,0.794
31.195,0.8
31.205,0.796
31.215,0.816
31.225,0.855
31.235,0.898
31.245,0.952
31.255,1.018
31.265,1.097
31.275,1.161
31.285,1.166
31.295,1.115
31.305,0.971
31.315,1.011
31.325,1.057
31.335,1.098
31.345,1.149
31.355,1.196
31.365,1.25
31.375,1.249
31.385,1.158
31.395,1.02
31.405,0.949
31.455,0.865
31.465,0.856
31.475,0.846
31.485,0.821
31.495,0.784
31.505,0.759
31.515,0.752
31.525,0.733
31.535,0.708
31.545,0.693
31.555,0.681
31.565,0.662
31.575,0.636
31.585,0.621
31.595,0.637
31.605,0.678
31.615,0.719
31.625,0.749
31.635,0.762
31.645,0.752
31.655,0.72
31.665,0.686
31.675,0.692
31.685,0.745
31.695,0.804
31.705,0.83
31.715,0.84
31.725,0.85
31.735,0.871
31.745,0.917
31.755,0.944
31.765,0.891
31.775,0.785
31.785,0.715
31.795,0.709
31.805,0.74
31.815,0.765
31.825,0.756
31.835,0.721
31.845,0.698
31.855,0.702
31.865,0.718
31.875,0.748
31.885,0.805
31.895,0.9
31.905,1.022
31.915,1.117
31.925,1.147
31.935,1.135
31.945,1.092
31.955,1.02
31.965,0.957
31.975,0.934
31.985,0.947
31.995,0.974
32.005,0.991
32.015,0.988
32.025,0.958
32.035,0.889
32.045,0.804
32.055,0.747
32.065,0.722
32.075,0.724
32.085,0.736
32.095,0.746
32.105,0.753
32.115,0.759
32.125,0.767
32.135,0.785
32.145,0.821
32.155,0.879
32.165,0.945
32.175,0.978
32.185,0.961
32.195,0.93
32.205,0.913
32.215,0.907
32.225,0.906
32.235,0.909
32.245,0.918
32.255,0.935
32.265,0.962
32.275,0.97
32.285,0.941
32.295,0.897
32.305,0.917
32.315,1.084
32.325,1.355
32.335,1.746
32.345,2.244
32.355,2.503
32.365,2.143
32.375,1.612
32.385,1.282
32.395,1.082
32.405,0.936
32.415,0.906
32.425,1.014
32.435,1.186
32.445,1.254
32.455,1.144
32.465,0.995
32.475,0.944
32.485,0.939
32.495,0.946
32.505,0.96
32.515,0.956
32.525,0.927
32.535,0.904
32.545,0.894
32.555,0.891
32.565,0.895
32.575,0.899
32.585,0.873
32.595,0.823
32.605,0.761
32.615,0.715
32.625,0.713
32.635,0.754
32.645,0.827
32.655,0.911
32.665,0.961
32.675,0.969
32.685,0.967
32.695,0.97
32.705,0.965
32.715,0.99
32.725,1.047
32.735,1.104
32.745,1.143
32.755,1.144
32.765,1.104
32.775,1.077
32.785,1.082
32.795,1.073
32.805,1.02
32.815,0.941
32.825,0.882
32.835,0.853
32.845,0.844
32.855,0.844
32.865,0.834
32.875,0.796
32.885,0.769
32.895,0.798
32.905,0.869
32.915,0.951
32.925,0.978
32.935,0.945
32.945,0.893
32.955,0.914
32.965,1.065
32.975,1.245
32.985,1.331
32.995,1.305
33.005,1.25
33.015,1.192
33.025,1.12
33.035,1.038
33.045,0.98
33.055,0.96
33.065,0.971
33.075,0.987
33.085,0.989
33.095,0.988
33.105,0.979
33.115,0.951
33.125,0.908
33.135,0.867
33.145,0.841
33.155,0.856
33.165,0.925
33.175,1.011
33.185,1.065
33.195,1.056
33.205,0.975
33.215,0.868
33.225,0.77
33.235,0.69
33.245,0.615
33.255,0.577
33.265,0.582
33.275,0.601
33.285,0.618
33.295,0.662
33.305,0.789
33.315,0.933
33.325,1.011
33.335,1.08
33.345,1.183
33.355,1.306
33.365,1.395
33.375,1.42
33.385,1.348
33.395,1.243
33.405,1.148
33.415,1.064
33.425,0.992
33.435,0.942
33.445,0.913
33.455,0.882
33.465,0.845
33.475,0.821
33.485,0.831
33.495,0.911
33.505,1.019
33.515,1.114
33.525,1.157
33.535,1.17
33.545,1.171
33.555,1.165
33.565,1.146
33.575,1.114
33.585,1.072
33.595,1.035
33.605,1.015
33.615,1.02
33.625,1.003
33.635,0.935
33.645,0.885
33.655,0.868
33.665,0.866
33.675,0.867
33.685,0.87
33.695,0.876
33.705,0.888
33.715,0.901
33.725,0.922
33.735,0.952
33.745,0.999
33.755,1.029
33.765,0.985
33.775,0.868
33.785,0.788
33.795,0.79
33.805,0.826
33.815,0.866
33.825,0.905
33.835,0.927
33.845,0.939
33.855,0.968
33.865,1.033
33.875,1.159
33.885,1.284
33.895,1.276
33.905,1.089
33.915,0.902
33.925,0.835
33.935,0.804
33.945,0.759
33.955,0.688
33.965,0.628
33.975,0.61
33.985,0.631
33.995,0.649
34.005,0.651
34.015,0.67
34.025,0.719
34.035,0.803
34.045,0.874
34.055,0.906
34.065,0.924
34.075,0.967
34.085,1.034
34.095,1.113
34.105,1.168
34.115,1.177
34.125,1.126
34.135,1.047
34.145,0.976
34.155,0.93
34.165,0.899
34.175,0.863
34.185,0.804
34.195,0.748
34.205,0.731
34.215,0.756
34.225,0.793
34.235,0.807
34.245,0.796
34.255,0.794
34.405,0.686
34.415,0.694
34.425,0.711
34.435,0.717
34.445,0.7
34.455,0.677
34.465,0.669
34.475,0.667
34.485,0.663
34.495,0.66
34.505,0.676
34.515,0.706
34.525,0.744
34.535,0.781
34.545,0.81
34.555,0.841
34.565,0.872
34.575,0.901
34.585,0.931
34.595,0.96
34.605,0.986
34.615,1.006
34.625,1.036
34.635,1.094
34.645,1.155
34.655,1.175
34.665,1.156
34.675,1.153
34.685,1.184
34.695,1.183
34.705,1.107
34.715,1.011
34.725,0.92
34.735,0.832
34.745,0.761
34.755,0.723
34.765,0.726
34.775,0.751
34.785,0.791
34.795,0.834
34.805,0.878
34.815,0.912
34.825,0.934
34.835,0.939
34.845,0.919
34.855,0.873
34.865,0.824
34.875,0.776
34.885,0.729
34.895,0.703
34.905,0.702
34.915,0.727
34.925,0.772
34.935,0.834
34.945,0.894
34.955,0.953
34.965,0.991
34.975,1.012
34.985,1.001
34.995,0.954
35.005,0.913
35.015,0.895
35.025,0.883
35.035,0.848
35.045,0.786
35.055,0.75
35.065,0.764
35.075,0.811
35.085,0.862
35.095,0.871
35.105,0.841
35.115,0.798
35.125,0.777
35.135,0.775
35.145,0.745
35.155,0.694
35.165,0.662
35.175,0.666
35.185,0.71
35.195,0.792
35.205,0.88
35.215,0.968
35.225,1.056
35.235,1.114
35.245,1.121
35.255,1.068
35.265,1.002
35.275,0.955
35.285,0.916
35.295,0.87
35.305,0.846
35.315,0.847
35.325,0.858
35.335,0.858
35.345,0.838
35.355,0.816
35.365,0.824
35.375,0.881
35.385,0.984
35.395,1.101
35.405,1.195
35.415,1.273
35.425,1.346
35.435,1.437
35.445,1.545
35.455,1.639
35.465,1.667
35.475,1.637
35.485,1.622
35.495,1.649
35.505,1.654
35.515,1.581
35.525,1.419
35.535,1.256
35.545,1.157
35.555,1.106
35.565,1.093
35.575,1.099
35.585,1.091
35.595,1.062
35.605,1.035
35.615,1.018
35.625,0.977
35.635,0.897
35.645,0.805
35.655,0.739
35.665,0.699
35.675,0.675
35.685,0.679
35.695,0.694
35.705,0.708
35.715,0.721
35.725,0.736
35.735,0.758
35.745,0.788
35.755,0.83
35.765,0.885
35.775,0.952
35.785,1.003
35.795,0.993
35.805,0.912
35.815,0.821
35.825,0.785
35.835,0.782
35.845,0.784
35.855,0.774
35.865,0.746
35.875,0.704
35.885,0.663
35.895,0.629
35.905,0.599
35.915,0.583
35.925,0.574
35.935,0.558
35.945,0.537
35.955,0.52
35.965,0.516
35.975,0.514
35.985,0.509
35.995,0.505
36.005,0.504
36.015,0.516
36.025,0.536
36.035,0.566
36.045,0.601
36.055,0.626
36.065,0.636
36.075,0.642
36.085,0.653
36.095,0.666
36.105,0.68
36.115,0.692
36.125,0.707
36.135,0.724
36.145,0.732
36.155,0.74
36.165,0.735
36.175,0.726
36.185,0.704
36.195,0.675
36.205,0.643
36.215,0.626
36.225,0.63
36.235,0.653
36.245,0.684
36.255,0.732
36.265,0.802
36.275,0.882
36.285,0.923
36.295,0.869
36.305,0.757
36.315,0.673
36.325,0.634
36.335,0.612
36.345,0.589
36.355,0.569
36.365,0.564
36.375,0.576
36.385,0.581
36.395,0.573
36.405,0.564
36.415,0.578
36.425,0.627
36.435,0.69
36.445,0.742
36.455,0.767
36.465,0.779
36.475,0.793
36.485,0.805
36.495,0.819
36.505,0.861
36.515,0.942
36.525,1.082
36.535,1.255
36.545,1.426
36.555,1.513
36.565,1.426
36.575,1.18
36.585,0.947
36.595,0.823
36.605,0.794
36.615,0.788
36.625,0.783
36.635,0.782
36.645,0.784
36.655,0.781
36.665,0.774
36.675,0.761
36.685,0.761
36.695,0.777
36.705,0.806
36.715,0.849
36.725,0.892
36.735,0.917
36.745,0.925
36.755,0.912
36.765,0.884
